"id" "V1" "V2" "V3" "V4" "V5"
"36" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 253 253 1
"37" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"38" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"39" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"40" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"41" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"42" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"43" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"44" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"45" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"46" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 349 349 1
"47" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 297 297 1
"48" "Bacto-1_S1.dupmarked.bam.cov.zerocov" "genome" 0 17127 30721 0.557501
"49" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 108 253 0.426877
"50" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 101 297 0.340067
"51" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 394 471 0.836518
"52" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 484 516 0.937984
"53" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1461 1461 1
"54" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"55" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"56" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"57" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
"58" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "icdA_MLST_Lepto" 0 557 557 1
"59" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "lipL32_MLST_Lepto" 0 450 450 1
"60" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "lipL41_MLST_Lepto" 0 493 493 1
"61" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "mreA_MLST_Lepto" 0 435 435 1
"62" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "pfkB_MLST_Lepto" 0 432 432 1
"63" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "pntA_MLST_Lepto" 0 525 525 1
"64" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "sucA_MLST_Lepto" 0 447 447 1
"65" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "tpiA_MLST_Lepto" 0 426 426 1
"66" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"67" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"68" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"69" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"70" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"71" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"72" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"73" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"74" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"75" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 349 349 1
"76" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Com1_Coxiella_diagnostic" 0 756 756 1
"77" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox2_MST_Coxiella" 0 356 356 1
"78" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox5_MST_Coxiella" 0 366 366 1
"79" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox20_MST_Coxiella" 0 585 585 1
"80" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox22_MST_Coxiella" 0 341 341 1
"81" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox37_MST_Coxiella" 0 422 422 1
"82" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox51_MST_Coxiella" 0 634 634 1
"83" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox56_MST_Coxiella" 0 452 452 1
"84" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox57_MST_Coxiella" 0 566 566 1
"85" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "Cox61_MST_Coxiella" 0 570 570 1
"86" "Bacto-10_S10.dupmarked.bam.cov.zerocov" "genome" 0 17350 30721 0.56476
"87" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1319 1461 0.902806
"88" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 107 253 0.422925
"89" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 101 297 0.340067
"90" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 394 471 0.836518
"91" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"92" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"93" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"94" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
"95" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "icdA_MLST_Lepto" 0 557 557 1
"96" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "lipL32_MLST_Lepto" 0 450 450 1
"97" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "lipL41_MLST_Lepto" 0 493 493 1
"98" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "mreA_MLST_Lepto" 0 435 435 1
"99" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "pfkB_MLST_Lepto" 0 432 432 1
"100" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "pntA_MLST_Lepto" 0 525 525 1
"101" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "sucA_MLST_Lepto" 0 447 447 1
"102" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "tpiA_MLST_Lepto" 0 426 426 1
"103" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"104" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"105" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"106" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"107" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"108" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"109" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"110" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"111" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"112" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 349 349 1
"113" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Com1_Coxiella_diagnostic" 0 756 756 1
"114" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox2_MST_Coxiella" 0 356 356 1
"115" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox5_MST_Coxiella" 0 366 366 1
"116" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 516 516 1
"117" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox20_MST_Coxiella" 0 585 585 1
"118" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox22_MST_Coxiella" 0 341 341 1
"119" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox37_MST_Coxiella" 0 422 422 1
"120" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox51_MST_Coxiella" 0 634 634 1
"121" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox56_MST_Coxiella" 0 452 452 1
"122" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox57_MST_Coxiella" 0 566 566 1
"123" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "Cox61_MST_Coxiella" 0 570 570 1
"124" "Bacto-11_S11.dupmarked.bam.cov.zerocov" "genome" 0 17239 30721 0.561147
"125" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1210 1461 0.8282
"126" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 109 253 0.43083
"127" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 108 297 0.363636
"128" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 394 471 0.836518
"129" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 484 516 0.937984
"130" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"131" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"132" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"133" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
"134" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "icdA_MLST_Lepto" 0 557 557 1
"135" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "lipL32_MLST_Lepto" 0 450 450 1
"136" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "lipL41_MLST_Lepto" 0 493 493 1
"137" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "mreA_MLST_Lepto" 0 435 435 1
"138" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "pfkB_MLST_Lepto" 0 432 432 1
"139" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "pntA_MLST_Lepto" 0 525 525 1
"140" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "sucA_MLST_Lepto" 0 447 447 1
"141" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "tpiA_MLST_Lepto" 0 426 426 1
"142" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"143" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"144" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"145" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"146" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"147" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"148" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"149" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"150" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"151" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 349 349 1
"152" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Com1_Coxiella_diagnostic" 0 756 756 1
"153" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox2_MST_Coxiella" 0 356 356 1
"154" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox5_MST_Coxiella" 0 366 366 1
"155" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox20_MST_Coxiella" 0 585 585 1
"156" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox22_MST_Coxiella" 0 341 341 1
"157" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox37_MST_Coxiella" 0 422 422 1
"158" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox51_MST_Coxiella" 0 634 634 1
"159" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox56_MST_Coxiella" 0 452 452 1
"160" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox57_MST_Coxiella" 0 566 566 1
"161" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "Cox61_MST_Coxiella" 0 570 570 1
"162" "Bacto-12_S12.dupmarked.bam.cov.zerocov" "genome" 0 17107 30721 0.55685
"163" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 115 253 0.454545
"164" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 323 349 0.925501
"165" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 143 297 0.481481
"166" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 394 471 0.836518
"167" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Com1_Coxiella_diagnostic" 0 376 756 0.497355
"168" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox5_MST_Coxiella" 0 221 366 0.603825
"169" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 295 516 0.571705
"170" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox56_MST_Coxiella" 0 301 452 0.665929
"171" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1461 1461 1
"172" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"173" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"174" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"175" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
"176" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "icdA_MLST_Lepto" 0 557 557 1
"177" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "lipL32_MLST_Lepto" 0 450 450 1
"178" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "lipL41_MLST_Lepto" 0 493 493 1
"179" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "mreA_MLST_Lepto" 0 435 435 1
"180" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "pfkB_MLST_Lepto" 0 432 432 1
"181" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "pntA_MLST_Lepto" 0 525 525 1
"182" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "sucA_MLST_Lepto" 0 447 447 1
"183" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "tpiA_MLST_Lepto" 0 426 426 1
"184" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"185" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"186" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"187" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"188" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"189" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"190" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"191" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"192" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"193" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox2_MST_Coxiella" 0 356 356 1
"194" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox20_MST_Coxiella" 0 585 585 1
"195" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox22_MST_Coxiella" 0 341 341 1
"196" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox37_MST_Coxiella" 0 422 422 1
"197" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox51_MST_Coxiella" 0 634 634 1
"198" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox57_MST_Coxiella" 0 566 566 1
"199" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "Cox61_MST_Coxiella" 0 570 570 1
"200" "Bacto-13_S13.dupmarked.bam.cov.zerocov" "genome" 0 16508 30721 0.537352
"201" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 113 253 0.44664
"202" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 142 297 0.478114
"203" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 394 471 0.836518
"204" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Com1_Coxiella_diagnostic" 0 624 756 0.825397
"205" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 476 516 0.922481
"206" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox51_MST_Coxiella" 0 591 634 0.932177
"207" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1461 1461 1
"208" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"209" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"210" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"211" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
"212" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "icdA_MLST_Lepto" 0 557 557 1
"213" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "lipL32_MLST_Lepto" 0 450 450 1
"214" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "lipL41_MLST_Lepto" 0 493 493 1
"215" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "mreA_MLST_Lepto" 0 435 435 1
"216" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "pfkB_MLST_Lepto" 0 432 432 1
"217" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "pntA_MLST_Lepto" 0 525 525 1
"218" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "sucA_MLST_Lepto" 0 447 447 1
"219" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "tpiA_MLST_Lepto" 0 426 426 1
"220" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "bvrR_MLST_Bartonella" 0 486 486 1
"221" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "batR_MLST_Bartonella" 0 487 487 1
"222" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "flaA_MLST_Bartonella" 0 517 517 1
"223" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "ftsZ_H_MLST_Bartonella" 0 483 483 1
"224" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "ftsZ_B_MLST_Bartonella" 0 497 497 1
"225" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "gltA_MLST_Bartonella" 0 338 338 1
"226" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "groEL_B_MLST_Bartonella" 0 443 443 1
"227" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "nlpD_MLST_Bartonella" 0 494 494 1
"228" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "ribC_H_MLST_Bartonella" 0 283 283 1
"229" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 349 349 1
"230" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox2_MST_Coxiella" 0 356 356 1
"231" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox5_MST_Coxiella" 0 366 366 1
"232" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox20_MST_Coxiella" 0 585 585 1
"233" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox22_MST_Coxiella" 0 341 341 1
"234" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox37_MST_Coxiella" 0 422 422 1
"235" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox56_MST_Coxiella" 0 452 452 1
"236" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox57_MST_Coxiella" 0 566 566 1
"237" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "Cox61_MST_Coxiella" 0 570 570 1
"238" "Bacto-14_S14.dupmarked.bam.cov.zerocov" "genome" 0 17213 30721 0.560301
"239" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "glk_MLST_Brucella" 0 1 475 0.00210526
"240" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "ssrA_Bartonella_diagnostic" 0 154 253 0.608696
"241" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "ribC_MLST_Bartonella" 0 321 349 0.919771
"242" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "rnpB_MLST_Bartonella" 0 187 297 0.62963
"243" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "rpoB_H_MLST_Bartonella" 0 391 471 0.830149
"244" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "Cox18_MST_Coxiella" 0 485 516 0.939922
"245" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "secY_Lepto_diagnostic" 0 1461 1461 1
"246" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "lfb1_Lepto_diagnostic" 0 336 336 1
"247" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "adk_MLST_Lepto" 0 430 430 1
"248" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "caiB_MLST_Lepto" 0 402 402 1
"249" "Bacto-15_S15.dupmarked.bam.cov.zerocov" "glmU_MLST_Lepto" 0 444 444 1
